physician_id,physician_experience,question_id,question_uncertainty,question_order,Di,A,oe_used,Df,F,R,ts_Di_lock,ts_oe_start,ts_Df_lock,ts_F_lock,oe_time_seconds
P004,Fellow,Q040,Extrapolation-Required,25,E,C,Yes,E,,C,2026-05-15T22:46:16Z,2026-05-15T22:46:16Z,2026-05-15T22:47:52Z,,96
P004,Fellow,Q006,Guideline-Direct,26,C,D,Yes,D,,D,2026-05-15T22:48:45Z,2026-05-15T22:48:45Z,2026-05-15T22:50:49Z,,124
P004,Fellow,Q046,Extrapolation-Required,27,B,B,Yes,B,,B,2026-05-15T22:51:25Z,2026-05-15T22:51:25Z,2026-05-15T22:52:36Z,,71
P004,Fellow,Q021,Evidence-Equipoise,28,A,B,Yes,B,,B,2026-05-15T22:53:13Z,2026-05-15T22:53:13Z,2026-05-15T22:54:22Z,,69
P004,Fellow,Q013,Guideline-Direct,29,D,B,No,,D,C,2026-05-15T22:55:01Z,,,2026-05-15T22:55:19Z,
P004,Fellow,Q017,Guideline-Direct,30,D,D,Yes,D,,D,2026-05-15T22:56:14Z,2026-05-15T22:56:14Z,2026-05-15T22:59:13Z,,179
P004,Fellow,Q032,Evidence-Equipoise,31,E,C,Yes,E,,E,2026-05-15T22:59:59Z,2026-05-15T22:59:59Z,2026-05-15T23:02:49Z,,170
P004,Fellow,Q037,Extrapolation-Required,32,A,A,Yes,B,,A,2026-05-15T23:03:23Z,2026-05-15T23:03:23Z,2026-05-15T23:06:14Z,,171
P004,Fellow,Q029,Evidence-Equipoise,33,B,E,Yes,B,,B,2026-05-15T23:07:03Z,2026-05-15T23:07:03Z,2026-05-15T23:08:26Z,,83
P004,Fellow,Q027,Evidence-Equipoise,34,C,C,Yes,C,,C,2026-05-15T23:09:13Z,2026-05-15T23:09:13Z,2026-05-15T23:10:20Z,,67
P004,Fellow,Q036,Extrapolation-Required,35,C,D,No,,C,D,2026-05-15T23:10:45Z,,,2026-05-15T23:11:02Z,
P004,Fellow,Q049,Extrapolation-Required,36,B,C,Yes,C,,C,2026-05-15T23:11:41Z,2026-05-15T23:11:41Z,2026-05-15T23:13:39Z,,118
P004,Fellow,Q035,Extrapolation-Required,37,A,A,No,,A,A,2026-05-15T23:14:10Z,,,2026-05-15T23:14:24Z,
P004,Fellow,Q019,Evidence-Equipoise,38,C,B,Yes,B,,B,2026-05-15T23:14:57Z,2026-05-15T23:14:57Z,2026-05-15T23:18:56Z,,239
P004,Fellow,Q031,Evidence-Equipoise,39,B,E,No,,B,E,2026-05-15T23:19:31Z,,,2026-05-15T23:19:46Z,
P004,Fellow,Q003,Guideline-Direct,40,B,D,Yes,B,,B,2026-05-15T23:20:12Z,2026-05-15T23:20:12Z,2026-05-15T23:21:17Z,,65
P004,Fellow,Q009,Guideline-Direct,41,A,D,Yes,A,,A,2026-05-15T23:22:05Z,2026-05-15T23:22:05Z,2026-05-15T23:23:00Z,,55
P004,Fellow,Q034,Evidence-Equipoise,42,C,D,No,,C,C,2026-05-15T23:23:34Z,,,2026-05-15T23:23:40Z,
P004,Fellow,Q011,Guideline-Direct,43,C,E,Yes,B,,B,2026-05-15T23:24:27Z,2026-05-15T23:24:27Z,2026-05-15T23:28:12Z,,225
P004,Fellow,Q002,Guideline-Direct,44,B,B,Yes,B,,B,2026-05-15T23:28:39Z,2026-05-15T23:28:39Z,2026-05-15T23:32:13Z,,214
P004,Fellow,Q050,Extrapolation-Required,45,E,A,Yes,A,,A,2026-05-15T23:33:04Z,2026-05-15T23:33:04Z,2026-05-15T23:35:27Z,,143
P004,Fellow,Q005,Guideline-Direct,46,C,C,Yes,C,,C,2026-05-15T23:36:05Z,2026-05-15T23:36:05Z,2026-05-15T23:37:27Z,,82
P004,Fellow,Q022,Evidence-Equipoise,47,C,B,No,,C,A,2026-05-15T23:38:15Z,,,2026-05-15T23:38:22Z,
P004,Fellow,Q028,Evidence-Equipoise,48,E,E,No,,E,E,2026-05-15T23:39:00Z,,,2026-05-15T23:39:23Z,
P004,Fellow,Q012,Guideline-Direct,49,E,D,No,,E,D,2026-05-15T23:40:12Z,,,2026-05-15T23:40:25Z,
P004,Fellow,Q008,Guideline-Direct,50,C,E,No,,C,E,2026-05-15T23:41:03Z,,,2026-05-15T23:41:15Z,
P005,Fellow,Q034,Evidence-Equipoise,1,B,C,Yes,B,,C,2026-05-16T01:00:29Z,2026-05-16T01:00:29Z,2026-05-16T01:01:02Z,,33
P005,Fellow,Q044,Extrapolation-Required,2,A,D,Yes,D,,D,2026-05-16T01:01:31Z,2026-05-16T01:01:31Z,2026-05-16T01:02:11Z,,40
P005,Fellow,Q050,Extrapolation-Required,3,D,B,No,,E,A,2026-05-16T01:02:41Z,,,2026-05-16T01:02:47Z,
P005,Fellow,Q022,Evidence-Equipoise,4,A,A,Yes,A,,A,2026-05-16T01:03:23Z,2026-05-16T01:03:23Z,2026-05-16T01:04:20Z,,57
P005,Fellow,Q002,Guideline-Direct,5,E,B,No,,E,B,2026-05-16T01:05:10Z,,,2026-05-16T01:05:21Z,
P005,Fellow,Q019,Evidence-Equipoise,6,B,B,Yes,B,,B,2026-05-16T01:06:00Z,2026-05-16T01:06:00Z,2026-05-16T01:08:17Z,,137
P005,Fellow,Q007,Guideline-Direct,7,E,E,Yes,E,,E,2026-05-16T01:08:51Z,2026-05-16T01:08:51Z,2026-05-16T01:11:11Z,,140
P005,Fellow,Q040,Extrapolation-Required,8,C,C,Yes,C,,C,2026-05-16T01:11:48Z,2026-05-16T01:11:48Z,2026-05-16T01:13:38Z,,110
P005,Fellow,Q049,Extrapolation-Required,9,B,C,Yes,C,,C,2026-05-16T01:14:11Z,2026-05-16T01:14:11Z,2026-05-16T01:15:18Z,,67
P005,Fellow,Q025,Evidence-Equipoise,10,D,C,Yes,D,,C,2026-05-16T01:16:06Z,2026-05-16T01:16:06Z,2026-05-16T01:17:40Z,,94
P005,Fellow,Q006,Guideline-Direct,11,D,D,Yes,D,,D,2026-05-16T01:18:30Z,2026-05-16T01:18:30Z,2026-05-16T01:19:11Z,,41
P005,Fellow,Q003,Guideline-Direct,12,B,B,No,,B,B,2026-05-16T01:20:03Z,,,2026-05-16T01:20:10Z,
P005,Fellow,Q011,Guideline-Direct,13,B,B,No,,B,B,2026-05-16T01:20:41Z,,,2026-05-16T01:20:49Z,
P005,Fellow,Q048,Extrapolation-Required,14,E,E,No,,E,E,2026-05-16T01:21:32Z,,,2026-05-16T01:21:49Z,
P005,Fellow,Q030,Evidence-Equipoise,15,D,D,Yes,D,,D,2026-05-16T01:22:38Z,2026-05-16T01:22:38Z,2026-05-16T01:29:18Z,,400
P005,Fellow,Q031,Evidence-Equipoise,16,A,E,Yes,E,,E,2026-05-16T01:29:41Z,2026-05-16T01:29:41Z,2026-05-16T01:30:42Z,,61
P005,Fellow,Q018,Evidence-Equipoise,17,D,A,Yes,D,,D,2026-05-16T01:31:30Z,2026-05-16T01:31:30Z,2026-05-16T01:33:23Z,,113
P005,Fellow,Q010,Guideline-Direct,18,C,E,Yes,C,,C,2026-05-16T01:34:02Z,2026-05-16T01:34:02Z,2026-05-16T01:35:46Z,,104
P005,Fellow,Q023,Evidence-Equipoise,19,C,C,Yes,C,,C,2026-05-16T01:36:22Z,2026-05-16T01:36:22Z,2026-05-16T01:38:30Z,,128
P005,Fellow,Q041,Extrapolation-Required,20,D,E,Yes,D,,E,2026-05-16T01:39:13Z,2026-05-16T01:39:13Z,2026-05-16T01:40:28Z,,75
P005,Fellow,Q047,Extrapolation-Required,21,D,B,Yes,D,,D,2026-05-16T01:41:12Z,2026-05-16T01:41:12Z,2026-05-16T01:42:47Z,,95
P005,Fellow,Q037,Extrapolation-Required,22,A,A,Yes,A,,A,2026-05-16T01:43:40Z,2026-05-16T01:43:40Z,2026-05-16T01:46:25Z,,165
P005,Fellow,Q036,Extrapolation-Required,23,C,D,Yes,D,,D,2026-05-16T01:46:51Z,2026-05-16T01:46:51Z,2026-05-16T01:48:40Z,,109
P005,Fellow,Q039,Extrapolation-Required,24,B,E,Yes,B,,B,2026-05-16T01:49:27Z,2026-05-16T01:49:27Z,2026-05-16T01:50:35Z,,68
P005,Fellow,Q020,Evidence-Equipoise,25,E,C,Yes,E,,C,2026-05-16T01:50:55Z,2026-05-16T01:50:55Z,2026-05-16T01:52:43Z,,108
P005,Fellow,Q016,Guideline-Direct,26,B,A,No,,B,A,2026-05-16T01:53:22Z,,,2026-05-16T01:53:40Z,
P005,Fellow,Q029,Evidence-Equipoise,27,D,A,Yes,D,,B,2026-05-16T01:54:12Z,2026-05-16T01:54:12Z,2026-05-16T01:56:04Z,,112
P005,Fellow,Q014,Guideline-Direct,28,C,C,No,,C,C,2026-05-16T01:56:27Z,,,2026-05-16T01:56:50Z,
P005,Fellow,Q046,Extrapolation-Required,29,D,B,Yes,B,,B,2026-05-16T01:57:20Z,2026-05-16T01:57:20Z,2026-05-16T01:59:00Z,,100
P005,Fellow,Q017,Guideline-Direct,30,E,D,No,,E,D,2026-05-16T01:59:52Z,,,2026-05-16T02:00:02Z,
P005,Fellow,Q008,Guideline-Direct,31,E,C,Yes,E,,E,2026-05-16T02:00:50Z,2026-05-16T02:00:50Z,2026-05-16T02:03:00Z,,130
P005,Fellow,Q035,Extrapolation-Required,32,A,C,No,,A,A,2026-05-16T02:03:42Z,,,2026-05-16T02:03:51Z,
P005,Fellow,Q015,Guideline-Direct,33,C,C,No,,D,C,2026-05-16T02:04:18Z,,,2026-05-16T02:04:41Z,
P005,Fellow,Q032,Evidence-Equipoise,34,B,B,Yes,E,,E,2026-05-16T02:05:00Z,2026-05-16T02:05:00Z,2026-05-16T02:06:49Z,,109
P005,Fellow,Q045,Extrapolation-Required,35,E,E,Yes,E,,E,2026-05-16T02:07:39Z,2026-05-16T02:07:39Z,2026-05-16T02:09:19Z,,100
P005,Fellow,Q042,Extrapolation-Required,36,C,A,No,,C,A,2026-05-16T02:09:58Z,,,2026-05-16T02:10:21Z,
P005,Fellow,Q012,Guideline-Direct,37,D,D,No,,D,D,2026-05-16T02:10:58Z,,,2026-05-16T02:11:13Z,
P005,Fellow,Q033,Evidence-Equipoise,38,A,D,No,,A,A,2026-05-16T02:11:50Z,,,2026-05-16T02:12:03Z,
P005,Fellow,Q009,Guideline-Direct,39,A,B,Yes,A,,A,2026-05-16T02:12:59Z,2026-05-16T02:12:59Z,2026-05-16T02:14:45Z,,106
P005,Fellow,Q001,Guideline-Direct,40,E,C,Yes,C,,C,2026-05-16T02:15:27Z,2026-05-16T02:15:27Z,2026-05-16T02:17:07Z,,100
P005,Fellow,Q024,Evidence-Equipoise,41,A,D,No,,A,D,2026-05-16T02:17:58Z,,,2026-05-16T02:18:07Z,
P005,Fellow,Q026,Evidence-Equipoise,42,B,E,Yes,C,,C,2026-05-16T02:18:32Z,2026-05-16T02:18:32Z,2026-05-16T02:19:05Z,,33
P005,Fellow,Q028,Evidence-Equipoise,43,E,E,Yes,E,,E,2026-05-16T02:19:48Z,2026-05-16T02:19:48Z,2026-05-16T02:20:56Z,,68
P005,Fellow,Q005,Guideline-Direct,44,C,C,Yes,C,,C,2026-05-16T02:21:30Z,2026-05-16T02:21:30Z,2026-05-16T02:22:19Z,,49
P005,Fellow,Q004,Guideline-Direct,45,B,A,Yes,B,,B,2026-05-16T02:22:54Z,2026-05-16T02:22:54Z,2026-05-16T02:23:54Z,,60
P005,Fellow,Q021,Evidence-Equipoise,46,A,B,Yes,B,,B,2026-05-16T02:24:38Z,2026-05-16T02:24:38Z,2026-05-16T02:26:12Z,,94
P005,Fellow,Q027,Evidence-Equipoise,47,D,C,No,,D,C,2026-05-16T02:27:02Z,,,2026-05-16T02:27:10Z,
P005,Fellow,Q043,Extrapolation-Required,48,E,E,Yes,E,,E,2026-05-16T02:27:44Z,2026-05-16T02:27:44Z,2026-05-16T02:30:21Z,,157
P005,Fellow,Q038,Extrapolation-Required,49,D,D,Yes,D,,D,2026-05-16T02:31:04Z,2026-05-16T02:31:04Z,2026-05-16T02:32:17Z,,73
P005,Fellow,Q013,Guideline-Direct,50,D,C,Yes,C,,C,2026-05-16T02:33:10Z,2026-05-16T02:33:10Z,2026-05-16T02:36:42Z,,212
P006,Fellow,Q024,Evidence-Equipoise,1,D,D,Yes,D,,D,2026-05-16T04:00:36Z,2026-05-16T04:00:36Z,2026-05-16T04:03:13Z,,157
P006,Fellow,Q043,Extrapolation-Required,2,E,E,Yes,C,,E,2026-05-16T04:03:41Z,2026-05-16T04:03:41Z,2026-05-16T04:06:51Z,,190
P006,Fellow,Q019,Evidence-Equipoise,3,A,B,Yes,B,,B,2026-05-16T04:07:40Z,2026-05-16T04:07:40Z,2026-05-16T04:09:22Z,,102
P006,Fellow,Q050,Extrapolation-Required,4,A,D,Yes,A,,A,2026-05-16T04:09:58Z,2026-05-16T04:09:58Z,2026-05-16T04:11:07Z,,69
P006,Fellow,Q047,Extrapolation-Required,5,B,E,Yes,B,,D,2026-05-16T04:11:32Z,2026-05-16T04:11:32Z,2026-05-16T04:12:41Z,,69
P006,Fellow,Q030,Evidence-Equipoise,6,D,A,Yes,D,,D,2026-05-16T04:13:01Z,2026-05-16T04:13:01Z,2026-05-16T04:13:49Z,,48
P006,Fellow,Q034,Evidence-Equipoise,7,B,C,No,,B,C,2026-05-16T04:14:26Z,,,2026-05-16T04:14:34Z,
P006,Fellow,Q032,Evidence-Equipoise,8,B,B,No,,B,E,2026-05-16T04:15:19Z,,,2026-05-16T04:15:27Z,
P006,Fellow,Q025,Evidence-Equipoise,9,C,A,Yes,C,,C,2026-05-16T04:16:10Z,2026-05-16T04:16:10Z,2026-05-16T04:17:36Z,,86
P006,Fellow,Q021,Evidence-Equipoise,10,A,B,No,,A,B,2026-05-16T04:18:05Z,,,2026-05-16T04:18:19Z,
P006,Fellow,Q006,Guideline-Direct,11,B,C,Yes,B,,D,2026-05-16T04:18:51Z,2026-05-16T04:18:51Z,2026-05-16T04:21:03Z,,132
P006,Fellow,Q037,Extrapolation-Required,12,B,A,Yes,A,,A,2026-05-16T04:21:41Z,2026-05-16T04:21:41Z,2026-05-16T04:23:46Z,,125
P006,Fellow,Q027,Evidence-Equipoise,13,A,C,Yes,C,,C,2026-05-16T04:24:17Z,2026-05-16T04:24:17Z,2026-05-16T04:25:18Z,,61
P006,Fellow,Q042,Extrapolation-Required,14,C,A,Yes,A,,A,2026-05-16T04:25:51Z,2026-05-16T04:25:51Z,2026-05-16T04:27:36Z,,105
P006,Fellow,Q014,Guideline-Direct,15,C,A,No,,C,C,2026-05-16T04:28:18Z,,,2026-05-16T04:28:32Z,
P006,Fellow,Q035,Extrapolation-Required,16,A,D,Yes,A,,A,2026-05-16T04:29:25Z,2026-05-16T04:29:25Z,2026-05-16T04:31:01Z,,96
P006,Fellow,Q008,Guideline-Direct,17,B,E,No,,B,E,2026-05-16T04:31:48Z,,,2026-05-16T04:32:12Z,
P006,Fellow,Q048,Extrapolation-Required,18,E,B,Yes,E,,E,2026-05-16T04:33:05Z,2026-05-16T04:33:05Z,2026-05-16T04:34:14Z,,69
P006,Fellow,Q018,Evidence-Equipoise,19,E,D,Yes,D,,D,2026-05-16T04:34:42Z,2026-05-16T04:34:42Z,2026-05-16T04:36:37Z,,115
P006,Fellow,Q016,Guideline-Direct,20,A,C,No,,A,A,2026-05-16T04:37:08Z,,,2026-05-16T04:37:13Z,
P006,Fellow,Q049,Extrapolation-Required,21,C,C,No,,C,C,2026-05-16T04:37:52Z,,,2026-05-16T04:38:11Z,
P006,Fellow,Q009,Guideline-Direct,22,A,A,Yes,E,,A,2026-05-16T04:38:40Z,2026-05-16T04:38:40Z,2026-05-16T04:39:52Z,,72
P006,Fellow,Q023,Evidence-Equipoise,23,C,C,Yes,C,,C,2026-05-16T04:40:27Z,2026-05-16T04:40:27Z,2026-05-16T04:43:09Z,,162
P006,Fellow,Q007,Guideline-Direct,24,B,B,Yes,B,,E,2026-05-16T04:43:59Z,2026-05-16T04:43:59Z,2026-05-16T04:45:26Z,,87
P006,Fellow,Q046,Extrapolation-Required,25,C,B,No,,C,B,2026-05-16T04:46:10Z,,,2026-05-16T04:46:22Z,
P006,Fellow,Q039,Extrapolation-Required,26,B,B,Yes,B,,B,2026-05-16T04:46:54Z,2026-05-16T04:46:54Z,2026-05-16T04:48:04Z,,70
P006,Fellow,Q038,Extrapolation-Required,27,B,D,Yes,B,,D,2026-05-16T04:48:57Z,2026-05-16T04:48:57Z,2026-05-16T04:49:49Z,,52
P006,Fellow,Q002,Guideline-Direct,28,A,B,Yes,A,,B,2026-05-16T04:50:13Z,2026-05-16T04:50:13Z,2026-05-16T04:51:50Z,,97
P006,Fellow,Q017,Guideline-Direct,29,D,D,Yes,D,,D,2026-05-16T04:52:28Z,2026-05-16T04:52:28Z,2026-05-16T04:59:08Z,,400
P006,Fellow,Q040,Extrapolation-Required,30,C,C,Yes,C,,C,2026-05-16T04:59:55Z,2026-05-16T04:59:55Z,2026-05-16T05:01:23Z,,88
P006,Fellow,Q015,Guideline-Direct,31,D,D,Yes,C,,C,2026-05-16T05:02:04Z,2026-05-16T05:02:04Z,2026-05-16T05:03:15Z,,71
P006,Fellow,Q033,Evidence-Equipoise,32,A,A,Yes,A,,A,2026-05-16T05:03:48Z,2026-05-16T05:03:48Z,2026-05-16T05:05:43Z,,115
P006,Fellow,Q001,Guideline-Direct,33,E,C,Yes,C,,C,2026-05-16T05:06:14Z,2026-05-16T05:06:14Z,2026-05-16T05:07:46Z,,92
P006,Fellow,Q026,Evidence-Equipoise,34,C,C,Yes,C,,C,2026-05-16T05:08:29Z,2026-05-16T05:08:29Z,2026-05-16T05:10:17Z,,108
P006,Fellow,Q028,Evidence-Equipoise,35,D,E,No,,D,E,2026-05-16T05:10:58Z,,,2026-05-16T05:11:14Z,
P006,Fellow,Q045,Extrapolation-Required,36,E,B,No,,E,E,2026-05-16T05:11:55Z,,,2026-05-16T05:12:17Z,
P006,Fellow,Q031,Evidence-Equipoise,37,C,E,Yes,E,,E,2026-05-16T05:12:46Z,2026-05-16T05:12:46Z,2026-05-16T05:14:20Z,,94
P006,Fellow,Q012,Guideline-Direct,38,B,D,No,,B,D,2026-05-16T05:14:43Z,,,2026-05-16T05:15:05Z,
P006,Fellow,Q010,Guideline-Direct,39,C,C,Yes,C,,C,2026-05-16T05:15:36Z,2026-05-16T05:15:36Z,2026-05-16T05:17:07Z,,91
P006,Fellow,Q020,Evidence-Equipoise,40,A,C,No,,A,C,2026-05-16T05:17:33Z,,,2026-05-16T05:17:56Z,
P006,Fellow,Q003,Guideline-Direct,41,B,B,No,,B,B,2026-05-16T05:18:31Z,,,2026-05-16T05:18:47Z,
P006,Fellow,Q004,Guideline-Direct,42,B,D,Yes,B,,B,2026-05-16T05:19:33Z,2026-05-16T05:19:33Z,2026-05-16T05:20:57Z,,84
P006,Fellow,Q044,Extrapolation-Required,43,D,D,Yes,D,,D,2026-05-16T05:21:44Z,2026-05-16T05:21:44Z,2026-05-16T05:22:53Z,,69
P006,Fellow,Q011,Guideline-Direct,44,B,B,Yes,B,,B,2026-05-16T05:23:20Z,2026-05-16T05:23:20Z,2026-05-16T05:23:56Z,,36
P006,Fellow,Q041,Extrapolation-Required,45,E,D,Yes,E,,E,2026-05-16T05:24:37Z,2026-05-16T05:24:37Z,2026-05-16T05:26:23Z,,106
P006,Fellow,Q036,Extrapolation-Required,46,D,D,No,,D,D,2026-05-16T05:26:53Z,,,2026-05-16T05:27:12Z,
P006,Fellow,Q013,Guideline-Direct,47,C,C,No,,C,C,2026-05-16T05:27:57Z,,,2026-05-16T05:28:03Z,
P006,Fellow,Q005,Guideline-Direct,48,B,A,Yes,B,,C,2026-05-16T05:28:31Z,2026-05-16T05:28:31Z,2026-05-16T05:29:19Z,,48
P006,Fellow,Q029,Evidence-Equipoise,49,B,E,Yes,B,,B,2026-05-16T05:29:42Z,2026-05-16T05:29:42Z,2026-05-16T05:31:51Z,,129
P006,Fellow,Q022,Evidence-Equipoise,50,A,D,Yes,D,,A,2026-05-16T05:32:25Z,2026-05-16T05:32:25Z,2026-05-16T05:33:41Z,,76
P007,Fellow,Q031,Evidence-Equipoise,1,C,E,No,,C,E,2026-05-16T07:00:34Z,,,2026-05-16T07:00:40Z,
P007,Fellow,Q022,Evidence-Equipoise,2,E,A,No,,E,A,2026-05-16T07:01:12Z,,,2026-05-16T07:01:35Z,
P007,Fellow,Q016,Guideline-Direct,3,A,A,Yes,D,,A,2026-05-16T07:02:18Z,2026-05-16T07:02:18Z,2026-05-16T07:03:03Z,,45
P007,Fellow,Q013,Guideline-Direct,4,C,A,Yes,C,,C,2026-05-16T07:03:35Z,2026-05-16T07:03:35Z,2026-05-16T07:04:42Z,,67
P007,Fellow,Q015,Guideline-Direct,5,C,C,No,,C,C,2026-05-16T07:05:12Z,,,2026-05-16T07:05:21Z,
P007,Fellow,Q009,Guideline-Direct,6,A,A,Yes,A,,A,2026-05-16T07:06:08Z,2026-05-16T07:06:08Z,2026-05-16T07:08:12Z,,124
P007,Fellow,Q028,Evidence-Equipoise,7,E,E,No,,E,E,2026-05-16T07:08:56Z,,,2026-05-16T07:09:15Z,
P007,Fellow,Q021,Evidence-Equipoise,8,D,C,Yes,D,,B,2026-05-16T07:09:56Z,2026-05-16T07:09:56Z,2026-05-16T07:11:13Z,,77
P007,Fellow,Q032,Evidence-Equipoise,9,D,A,Yes,E,,E,2026-05-16T07:11:52Z,2026-05-16T07:11:52Z,2026-05-16T07:14:06Z,,134
P007,Fellow,Q026,Evidence-Equipoise,10,C,D,Yes,C,,C,2026-05-16T07:14:40Z,2026-05-16T07:14:40Z,2026-05-16T07:15:41Z,,61
P007,Fellow,Q005,Guideline-Direct,11,C,B,Yes,C,,C,2026-05-16T07:16:35Z,2026-05-16T07:16:35Z,2026-05-16T07:18:16Z,,101
P007,Fellow,Q040,Extrapolation-Required,12,B,C,Yes,C,,C,2026-05-16T07:18:43Z,2026-05-16T07:18:43Z,2026-05-16T07:22:10Z,,207
P007,Fellow,Q038,Extrapolation-Required,13,D,D,Yes,D,,D,2026-05-16T07:23:04Z,2026-05-16T07:23:04Z,2026-05-16T07:24:42Z,,98
P007,Fellow,Q019,Evidence-Equipoise,14,A,B,Yes,A,,B,2026-05-16T07:25:35Z,2026-05-16T07:25:35Z,2026-05-16T07:26:05Z,,30
P007,Fellow,Q034,Evidence-Equipoise,15,D,C,No,,D,C,2026-05-16T07:26:36Z,,,2026-05-16T07:26:50Z,
P007,Fellow,Q046,Extrapolation-Required,16,D,D,Yes,B,,B,2026-05-16T07:27:11Z,2026-05-16T07:27:11Z,2026-05-16T07:28:37Z,,86
P007,Fellow,Q041,Extrapolation-Required,17,C,A,Yes,C,,E,2026-05-16T07:29:01Z,2026-05-16T07:29:01Z,2026-05-16T07:31:20Z,,139
P007,Fellow,Q006,Guideline-Direct,18,D,A,Yes,D,,D,2026-05-16T07:32:17Z,2026-05-16T07:32:17Z,2026-05-16T07:33:42Z,,85
P007,Fellow,Q030,Evidence-Equipoise,19,D,C,No,,D,D,2026-05-16T07:34:23Z,,,2026-05-16T07:34:37Z,
P007,Fellow,Q025,Evidence-Equipoise,20,B,C,Yes,B,,C,2026-05-16T07:35:08Z,2026-05-16T07:35:08Z,2026-05-16T07:37:36Z,,148
P007,Fellow,Q042,Extrapolation-Required,21,A,A,Yes,A,,A,2026-05-16T07:38:13Z,2026-05-16T07:38:13Z,2026-05-16T07:41:50Z,,217
P007,Fellow,Q007,Guideline-Direct,22,C,D,No,,E,E,2026-05-16T07:42:44Z,,,2026-05-16T07:43:02Z,
P007,Fellow,Q004,Guideline-Direct,23,B,B,Yes,D,,B,2026-05-16T07:43:42Z,2026-05-16T07:43:42Z,2026-05-16T07:46:00Z,,138
P007,Fellow,Q037,Extrapolation-Required,24,A,A,No,,A,A,2026-05-16T07:46:34Z,,,2026-05-16T07:46:39Z,
P007,Fellow,Q049,Extrapolation-Required,25,C,B,Yes,C,,C,2026-05-16T07:47:09Z,2026-05-16T07:47:09Z,2026-05-16T07:48:50Z,,101
P007,Fellow,Q039,Extrapolation-Required,26,C,B,Yes,B,,B,2026-05-16T07:49:19Z,2026-05-16T07:49:19Z,2026-05-16T07:51:53Z,,154
P007,Fellow,Q033,Evidence-Equipoise,27,A,B,No,,A,A,2026-05-16T07:52:30Z,,,2026-05-16T07:52:36Z,
P007,Fellow,Q047,Extrapolation-Required,28,E,D,Yes,D,,D,2026-05-16T07:53:25Z,2026-05-16T07:53:25Z,2026-05-16T07:54:15Z,,50
P007,Fellow,Q012,Guideline-Direct,29,E,D,No,,E,D,2026-05-16T07:55:04Z,,,2026-05-16T07:55:18Z,
P007,Fellow,Q024,Evidence-Equipoise,30,E,D,No,,E,D,2026-05-16T07:55:58Z,,,2026-05-16T07:56:11Z,
P007,Fellow,Q011,Guideline-Direct,31,B,B,Yes,B,,B,2026-05-16T07:56:46Z,2026-05-16T07:56:46Z,2026-05-16T07:58:43Z,,117
P007,Fellow,Q048,Extrapolation-Required,32,C,E,No,,C,E,2026-05-16T07:59:08Z,,,2026-05-16T07:59:18Z,
P007,Fellow,Q001,Guideline-Direct,33,C,A,Yes,C,,C,2026-05-16T08:00:04Z,2026-05-16T08:00:04Z,2026-05-16T08:00:59Z,,55
P007,Fellow,Q002,Guideline-Direct,34,B,E,No,,D,B,2026-05-16T08:01:35Z,,,2026-05-16T08:01:49Z,
P007,Fellow,Q014,Guideline-Direct,35,C,C,Yes,C,,C,2026-05-16T08:02:25Z,2026-05-16T08:02:25Z,2026-05-16T08:06:52Z,,267
P007,Fellow,Q017,Guideline-Direct,36,D,D,Yes,D,,D,2026-05-16T08:07:41Z,2026-05-16T08:07:41Z,2026-05-16T08:08:21Z,,40
P007,Fellow,Q020,Evidence-Equipoise,37,E,D,No,,E,C,2026-05-16T08:09:08Z,,,2026-05-16T08:09:23Z,
P007,Fellow,Q010,Guideline-Direct,38,C,E,No,,C,C,2026-05-16T08:09:46Z,,,2026-05-16T08:09:53Z,
P007,Fellow,Q008,Guideline-Direct,39,B,E,No,,C,E,2026-05-16T08:10:36Z,,,2026-05-16T08:10:44Z,
P007,Fellow,Q036,Extrapolation-Required,40,D,D,No,,D,D,2026-05-16T08:11:27Z,,,2026-05-16T08:11:36Z,
P007,Fellow,Q018,Evidence-Equipoise,41,D,B,Yes,D,,D,2026-05-16T08:12:31Z,2026-05-16T08:12:31Z,2026-05-16T08:14:13Z,,102
P007,Fellow,Q044,Extrapolation-Required,42,A,D,Yes,D,,D,2026-05-16T08:14:48Z,2026-05-16T08:14:48Z,2026-05-16T08:15:51Z,,63
P007,Fellow,Q045,Extrapolation-Required,43,D,E,Yes,D,,E,2026-05-16T08:16:20Z,2026-05-16T08:16:20Z,2026-05-16T08:18:56Z,,156
P007,Fellow,Q023,Evidence-Equipoise,44,C,C,No,,C,C,2026-05-16T08:19:44Z,,,2026-05-16T08:20:08Z,
P007,Fellow,Q003,Guideline-Direct,45,B,A,Yes,B,,B,2026-05-16T08:20:43Z,2026-05-16T08:20:43Z,2026-05-16T08:21:45Z,,62
P007,Fellow,Q050,Extrapolation-Required,46,A,B,Yes,A,,A,2026-05-16T08:22:27Z,2026-05-16T08:22:27Z,2026-05-16T08:23:15Z,,48
P007,Fellow,Q029,Evidence-Equipoise,47,A,A,Yes,A,,B,2026-05-16T08:24:01Z,2026-05-16T08:24:01Z,2026-05-16T08:25:19Z,,78
P007,Fellow,Q043,Extrapolation-Required,48,B,E,No,,B,E,2026-05-16T08:25:48Z,,,2026-05-16T08:25:56Z,
P007,Fellow,Q027,Evidence-Equipoise,49,C,C,No,,C,C,2026-05-16T08:26:24Z,,,2026-05-16T08:26:44Z,
